제목,저자,발행기관,학술지명,권호사항,발행연도,작성언어,주제어,KDC,등재정보,자료형태,발행기관 URL,수록면,KCI 피인용횟수,비고,중단사유,제공처,소장기관,국문 초록 (Abstract),다국어 초록 (Multilingual Abstract),목차,year,journal_std,agency_std,keywords_list,combined_text,holding_std
한국어 어휘의 구조적 특성에 따른 교육방안 = Educational plan according to structural characteristics of Korean vocabulary,황은영(Eun-young Hwang),한국어교육연구학회,한국어교육연구(The Journal of Korean  Education Research),"Vol.-No.14[2021]
",2021,,"한국어 어휘 교육,어휘 구조,어휘 게임,Korean Vocabulary Training,Vocabulary Structure,Vocabulary Game",810,KCI등재,"학술저널
",,199-223,,,, 스콜라,,"본 연구는 외국인 한국어학습자들에게 어휘 교육 방법을 제시하고자 한다. 한국어교육에서 말하기, 듣기, 쓰기, 읽기, 문법 교육에 비해서 어휘 교육은 소홀하게 다루어졌다. 그러나 의사소통 능력을 중시하는 요즘, 어휘교육은 매우 중요한 역할을 한다. 초급단계의 의사소통 활동에서는 어휘가 출발점이며, 고급단계에서는 한국어 사용의 정확성을 위해 어휘가 마지막 단계라고 할 수 있을 만큼 중요하다. 그러나 실제 교육 현장에서는 체계적인 어휘교육의 지침서도 없고, 이에 대한 연구 역시 부족하다. 중·고급 학습자들도 어휘 학습 과정의 어려움을 겪고 있을 뿐만 아니라 외국인 유학생들 사이에서도 어휘 능력이 부족해 어려움을 겪고 있는 현실이다. 또한 학습자들의 수준이 제각각이어서 변수가 많은데 이러한 부분은 교사의 지속적인 연구와 어휘에 대한 단계적인 접근을 통해 달라져야 한다. 본 논문에서는 한국어 어휘 교육의 문제점을 해결하기 위한 방안으로 다음과 같은 연구를 진행했다. 먼저 한국어 어휘의 구조적 특성을 체계적인 구조, 구조적인 구조, 의미적인 구조, 사회언어학적인 구조로 살펴보았다. 각각의 특징과 학습자의 수준에 따른 어휘 교육의 방안으로는 교수법 차원의 제시, 매체 활용 차원의 제시, 어휘 제시상의 유의점을 가지고 각 등급별로 지도하는 것을 제안했다. 마지막으로 어휘 게임을 활용해서 효과적인 한국어 어휘 교육 방안을 제시하였다.","This study aims to present vocabulary education methods to foreign Korean learners. In Korean language education, vocabulary education was neglected compared to speaking, listening, writing, reading, and grammar education. However, nowadays vocabulary education, which values communication skills, can play a very important role. Vocabulary is the starting point for beginner-level communication activities, and vocabulary is important enough to be the last step for the accuracy of Korean language use in the advanced stage. However, there is no guidance for systematic vocabulary education in the field of practical education, and there is also a lack of research on it. Middle and high-level learners are having a hard time in the vocabulary learning process, and foreign students are also suffering from a lack of vocabulary skills. In addition, there are many variables because the level of learners is different, and this part should be changed through continuous research by teachers and step-by-step access to vocabulary. In this paper, we conducted the following studies as a way to solve the problems of Korean vocabulary education. First, we looked at the structural characteristics of Korean vocabulary in a systematic structure, structural structure, semantic structure, and sociolinguistic structure. As a way to teach vocabulary according to each characteristic and level of learners, it was proposed to guide each grade with the significance of teaching method-level presentation, media-use-level presentation, and vocabulary presentation. Finally, through vocabulary games, effective Korean vocabulary education measures were proposed.",Ⅰ. 서론 Ⅱ. 어휘 선정의 기준 Ⅲ. 한국어 어휘의 특성 Ⅳ. 한국어 어휘 교육방안 Ⅴ. 결론,2021,한국어교육연구(The Journal of Korean Education Research),한국어교육연구학회,한국어 어휘 교육; 어휘 구조; 어휘 게임; Korean Vocabulary Training; Vocabulary Structure; Vocabulary Game,"한국어 어휘의 구조적 특성에 따른 교육방안 = Educational plan according to structural characteristics of Korean vocabulary 한국어 어휘 교육 어휘 구조 어휘 게임 Korean Vocabulary Training Vocabulary Structure Vocabulary Game 본 연구는 외국인 한국어학습자들에게 어휘 교육 방법을 제시하고자 한다. 한국어교육에서 말하기, 듣기, 쓰기, 읽기, 문법 교육에 비해서 어휘 교육은 소홀하게 다루어졌다. 그러나 의사소통 능력을 중시하는 요즘, 어휘교육은 매우 중요한 역할을 한다. 초급단계의 의사소통 활동에서는 어휘가 출발점이며, 고급단계에서는 한국어 사용의 정확성을 위해 어휘가 마지막 단계라고 할 수 있을 만큼 중요하다. 그러나 실제 교육 현장에서는 체계적인 어휘교육의 지침서도 없고, 이에 대한 연구 역시 부족하다. 중·고급 학습자들도 어휘 학습 과정의 어려움을 겪고 있을 뿐만 아니라 외국인 유학생들 사이에서도 어휘 능력이 부족해 어려움을 겪고 있는 현실이다. 또한 학습자들의 수준이 제각각이어서 변수가 많은데 이러한 부분은 교사의 지속적인 연구와 어휘에 대한 단계적인 접근을 통해 달라져야 한다. 본 논문에서는 한국어 어휘 교육의 문제점을 해결하기 위한 방안으로 다음과 같은 연구를 진행했다. 먼저 한국어 어휘의 구조적 특성을 체계적인 구조, 구조적인 구조, 의미적인 구조, 사회언어학적인 구조로 살펴보았다. 각각의 특징과 학습자의 수준에 따른 어휘 교육의 방안으로는 교수법 차원의 제시, 매체 활용 차원의 제시, 어휘 제시상의 유의점을 가지고 각 등급별로 지도하는 것을 제안했다. 마지막으로 어휘 게임을 활용해서 효과적인 한국어 어휘 교육 방안을 제시하였다.",
긴급재난문자를 활용한 한국어 어휘교육 방안 연구 : 결혼이주여성 한국어 학습자를 중심으로 = The purpose of this study is to educate Korean vocabulary using emergency messages,송선주(Song Sun-Ju),한국어교육연구학회,한국어교육연구(The Journal of Korean  Education Research),"Vol.-No.12[2020]
",2020,,"긴급재난문자,자연재난문자,안전,한국어 어휘교육,Emergency message,Disaster messages,Safety,Educate Korean vocabulary",810,KCI등재,"학술저널
",,103-128,,,, 스콜라,,"본 연구의 목적은 긴급재난안전문자를 활용하여 한국어 어휘교육을 하는 데 있다. 어휘교육을 통하여 초급 단계의 결혼이주여성들이 자연재난문자에 대한 이해와 원활한 의사소통으로 긴급 시 스스로 안전에 대비할 수 있으며, 한국에 정착해 사는 동안 긍정적인 생활을 영위할 수 있도록 한다. 제1장에서는 한국어 학습자들의 안전에 대한 필요성과 목적을 말하였고 선행연구에 대한 논의들을 살펴보았다. 제2장에서는 긴급재난문자 종류들 중 결혼이주여성들이 머물고 있는 한국의 지역적인 특성과 한국어 실력 등을 고려하여 자연에 관계된 자연재해문자 13가지로 한정하여 논의 하였다. 그리고 한국어 교육과정을 살펴서 한국어교육에서 결혼이주여성들의 안전에 대한 언급은 어느 정도인지를 파악하였고, 한국어교육에서의 긴급자연재난 시 결혼이주여성들이 인지하여야할 학습의 내용들을 살펴보았다. 제3장에서는 앞장을 토대로 생활관련 어휘, 안전관련 어휘, 금기관련 어휘, 사람관련 어휘, 알림관련 어휘 등으로 분석하여 한국어 교육적 가능 요소를 찾아보았다. 제4장에서는 교육 원리에 적용하여 학습 방안을 제시하고 어휘학습을 통하여 많은 결혼이주여성들의 안전에도 원활한 의사소통이 이루어질 수 있도록 하였다.",This study will contribute to seeking one’s own safety in an emergency and enjoying positive life in Korea by understanding disaster messages and smooth communication in married immigrant women in the beginner level. Chapter 1 described the needs and objectives of safety in Korean learners and reviewed discussion on previous researches. Chapter 2 limited nature-related emergency messages to 13 kinds in consideration of regional characteristics in Korea where married immigrant women live and their Korean proficiency. Korean curriculums were examined to understand how far Korean education refers to safety for married immigrant women.,1. 들어가기 2. 자연재난문자와 한국어 어휘교육 3. 긴급재난문자와 한국어 어휘교육 4. 결론,2020,한국어교육연구(The Journal of Korean Education Research),한국어교육연구학회,긴급재난문자; 자연재난문자; 안전; 한국어 어휘교육; Emergency message; Disaster messages; Safety; Educate Korean vocabulary,"긴급재난문자를 활용한 한국어 어휘교육 방안 연구 : 결혼이주여성 한국어 학습자를 중심으로 = The purpose of this study is to educate Korean vocabulary using emergency messages 긴급재난문자 자연재난문자 안전 한국어 어휘교육 Emergency message Disaster messages Safety Educate Korean vocabulary 본 연구의 목적은 긴급재난안전문자를 활용하여 한국어 어휘교육을 하는 데 있다. 어휘교육을 통하여 초급 단계의 결혼이주여성들이 자연재난문자에 대한 이해와 원활한 의사소통으로 긴급 시 스스로 안전에 대비할 수 있으며, 한국에 정착해 사는 동안 긍정적인 생활을 영위할 수 있도록 한다. 제1장에서는 한국어 학습자들의 안전에 대한 필요성과 목적을 말하였고 선행연구에 대한 논의들을 살펴보았다. 제2장에서는 긴급재난문자 종류들 중 결혼이주여성들이 머물고 있는 한국의 지역적인 특성과 한국어 실력 등을 고려하여 자연에 관계된 자연재해문자 13가지로 한정하여 논의 하였다. 그리고 한국어 교육과정을 살펴서 한국어교육에서 결혼이주여성들의 안전에 대한 언급은 어느 정도인지를 파악하였고, 한국어교육에서의 긴급자연재난 시 결혼이주여성들이 인지하여야할 학습의 내용들을 살펴보았다. 제3장에서는 앞장을 토대로 생활관련 어휘, 안전관련 어휘, 금기관련 어휘, 사람관련 어휘, 알림관련 어휘 등으로 분석하여 한국어 교육적 가능 요소를 찾아보았다. 제4장에서는 교육 원리에 적용하여 학습 방안을 제시하고 어휘학습을 통하여 많은 결혼이주여성들의 안전에도 원활한 의사소통이 이루어질 수 있도록 하였다.",
한국어 교육에서의 어휘 교육 방안 -어종과 의미 관계를 중심으로-,"류승의,정대우",한국어문화교육학회,한국어문화교육(The Education of Korean Language and Culture),"Vol.13No.2[2020]
",2020,Korean,"한국어 어휘 교육, 어휘 교수 전략, 한국어 어종, 한국어 의미 관계, Korean vocabulary education, composition of word contents, word type, semantic relation of word, related vocabulary",,,"학술저널
",,25-49,,,," 스콜라, &nbsp;&nbsp; 코리아스칼라",,"본 연구의 목적은 한국어 교육에서 어종과 의미 관계에 따 른 어휘 교육 방안을 제시하고자 하는 데에 있다. 현재 어휘 교육은 과목과 교재, 교수 전략이 부족한 편이다. 이에 본고에서는 어휘 교육 현황을 살펴보고, 어휘 교수 이론과 전략을 정리하였다. 어휘는 한국 어 교육에서 기본이 되는 어종에 따른 고유어, 한자어, 외래어. 의미 관계에 따른 유의어와 반의어, 다의어와 동음어, 상하위어로 분류하였 다. 교육 방안은 각 어휘 특성과 상황에 맞게 의미 발견 전략, 기억 강화 전략 등을 활용하였다. 한국어 어휘 교육의 필요성을 확인하고 어종과 의미 관계에 따라 교육 방안을 제시했다는 점에서 의의를 가 진다.","The purpose of this study is to organize and categorize the composition of word contents for Korean vocabulary education in systemic group. The results of this study are summarized as follows: Firstly, word contents for Korean vocabulary is subdivided based on word type and semantic relation. Particles and affixes are excluded according to Korean Language Curriculum, Secondly, vocabulary education based on word type is analyzed into Pure-Korean words education for fluent conversation, Sino-Koreans word for professional vocabulary expansion and Loanwords education which is on the rise due to diversification of cultural contacts. Lastly, In order to make it easier to understand the meaning of words, the vocabulary is organized by dividing it into synonym and antonymous relation(oppositive relation), polysemy and homonymous relation, hypernym and hyponym depending on the semantic relation. Therefore, it establishes the word contents structure in Korean education by linking the correlation that the vocabulary has.","벼리
1. 들어가기
2. 한국어 어휘 구성과 교수 전략
	2.1 내용 구성 및 필요성
	2.2 어휘 교육 원리와 교수 전략
3. 한국어 어휘 교육 방안
	3.1. 어종에 따른 어휘 교육 방안
		3.1.1 고유어 교육
		3.1.2 한자어 교육
		3.1.3 외래어 교육
	3.2 의미 관계에 따른 어휘 교육
		3.2.1 유의어와 반의어
		3.2.2 다의어와 동음어
		3.2.3 상하위어
4. 나오기
참고문헌
Abstract",2020,한국어문화교육(The Education of Korean Language and Culture),한국어문화교육학회,한국어 어휘 교육; 어휘 교수 전략; 한국어 어종; 한국어 의미 관계; Korean vocabulary education; composition of word contents; word type; semantic relation of word; related vocabulary,"한국어 교육에서의 어휘 교육 방안 -어종과 의미 관계를 중심으로- 한국어 어휘 교육 어휘 교수 전략 한국어 어종 한국어 의미 관계 Korean vocabulary education composition of word contents word type semantic relation of word related vocabulary 본 연구의 목적은 한국어 교육에서 어종과 의미 관계에 따 른 어휘 교육 방안을 제시하고자 하는 데에 있다. 현재 어휘 교육은 과목과 교재, 교수 전략이 부족한 편이다. 이에 본고에서는 어휘 교육 현황을 살펴보고, 어휘 교수 이론과 전략을 정리하였다. 어휘는 한국 어 교육에서 기본이 되는 어종에 따른 고유어, 한자어, 외래어. 의미 관계에 따른 유의어와 반의어, 다의어와 동음어, 상하위어로 분류하였 다. 교육 방안은 각 어휘 특성과 상황에 맞게 의미 발견 전략, 기억 강화 전략 등을 활용하였다. 한국어 어휘 교육의 필요성을 확인하고 어종과 의미 관계에 따라 교육 방안을 제시했다는 점에서 의의를 가 진다.",
한국어교육 어휘에서는 무엇을 가르쳐야 하는가?,배도용,한국어문화교육학회,한국어문화교육(The Education of Korean Language and Culture),"Vol.15No.1[2021]
",2021,Korean,"한국어교육, 어휘 지식, 교육 어휘, 어휘 교육, 내용 요소, Korean vocabulary education as a foreign language, Korean language education, vocabulary knowledge, pedagogical vocabulary, vocabulary education, content element",,KCI등재후보,"학술저널
",,22-45,0,,," 스콜라, &nbsp;&nbsp; 코리아스칼라",,"이 연구는 한국어교육 어휘에서는 무엇을 가르쳐야 하는가 곧 어휘 내용 요소의 설정에 대한 논의를 전개하는 데 그 목적이 있었다. 이것은 한국어교육 어휘의 지식 영역을 이전의 언어학적 혹은 국어학적 연구 성과를 다소 그대로 옮겨온 것이 아닌가 하는 반성과 한국어교육 어휘에서는 이전의 언어학 혹은 국어학 연구 성과를 수정 이나 해석하지 않은 채 한국어교육에 응용할 수 없다는 점에서 교육 어휘(pedagogical vocabulary)의 측면에서 접근이었다. 그런 측면을 반영 하여 한국어교육 어휘의 내용 요소는 형식(구어/문어/단어 구성), 의미(형태와 의미/개념과 지시대상/연상 관계), 사용(문법적 기능/연어 관계/ 사용제약)의 영역에서 설정할 수 있었다.","This study was aimed at developing a discussion about what to teach in the vocabulary of Korean language education as a foreign language, the setting of vocabulary content elements. This was an approach in terms of pedagogical vocabulary in that it could not be applied to Korean language education without modification or interpretation of previous linguistic or linguistic research results in Korean language vocabulary. Reflecting that aspect, the content elements of Korean language education vocabulary as a foreign language could be established in the areas of Form (spoken/written/word parts), Meaning (form and meaning/concept and reference/associations), and Use (grammatical functions/collocations/constraints on use).","【벼리】
1. 들어가기
2. 전통적 국어학에서의 어휘 지식 영역
3. 한국어교육 어휘에서의 내용 요소 설정
	3.1. 앞선 연구에서의 어휘 내용 요소
	3.2 어휘 내용 요소를 어떻게 설정해야 하는가
4. 나오기
<참고문헌>
<Abstract>",2021,한국어문화교육(The Education of Korean Language and Culture),한국어문화교육학회,한국어교육; 어휘 지식; 교육 어휘; 어휘 교육; 내용 요소; Korean vocabulary education as a foreign language; Korean language education; vocabulary knowledge; pedagogical vocabulary; vocabulary education; content element,"한국어교육 어휘에서는 무엇을 가르쳐야 하는가? 한국어교육 어휘 지식 교육 어휘 어휘 교육 내용 요소 Korean vocabulary education as a foreign language Korean language education vocabulary knowledge pedagogical vocabulary vocabulary education content element 이 연구는 한국어교육 어휘에서는 무엇을 가르쳐야 하는가 곧 어휘 내용 요소의 설정에 대한 논의를 전개하는 데 그 목적이 있었다. 이것은 한국어교육 어휘의 지식 영역을 이전의 언어학적 혹은 국어학적 연구 성과를 다소 그대로 옮겨온 것이 아닌가 하는 반성과 한국어교육 어휘에서는 이전의 언어학 혹은 국어학 연구 성과를 수정 이나 해석하지 않은 채 한국어교육에 응용할 수 없다는 점에서 교육 어휘(pedagogical vocabulary)의 측면에서 접근이었다. 그런 측면을 반영 하여 한국어교육 어휘의 내용 요소는 형식(구어/문어/단어 구성), 의미(형태와 의미/개념과 지시대상/연상 관계), 사용(문법적 기능/연어 관계/ 사용제약)의 영역에서 설정할 수 있었다.",
한국어 어휘 교육을 위한 단어 내용 구성,"류경숙,윤수정",한국어문화교육학회,한국어문화교육(The Education of Korean Language and Culture),"Vol.13No.2[2020]
",2020,Korean,"한국어 어휘 교육, 어휘 교육 내용, 단어의 어종관계, 단어 의 의미관계, 관련 어휘, Korean vocabulary education, composition of word contents, word type, semantic relation of word, related vocabulary",,,"학술저널
",,1-24,,,," 스콜라, &nbsp;&nbsp; 코리아스칼라",,"본 연구의 목적은 한국어 어휘 교육을 위한 단어의 내용 구성을 체계적인 집합 안에서 어휘를 조직화하고 범주화하는데 있다. 연구 내용 을 정리하면 첫째, 한국어 교육 어휘를 위한 단어 내용을 단어의 어종과 의미관계에 따라 세분화하였다. 국제통용 한국어 교육 표준 모형(2011)의 기준에 따라 조사, 접사는 단어에 포함시키지 않았다. 둘째, 단어의 어종에 따른 어휘 교육은 원활한 구어 사용을 위한 고유어, 포괄적이고 전문적인 어휘 확장을 위한 한자어, 문화 접촉의 다변화로 증가 추세를 보이고 있는 외래어의 내용을 짚어 보았다. 셋째, 단어들의 의미파악을 쉽게 할 수 있도록, 단어의 의미관계에 따라 유의어와 반의관계(대립관계), 다의어와 동음관계, 상․하위어관계 등으로 나뉘어 어휘를 조직화하였다. 따라서 이를 통해 어휘가 가지고 있는 상관관계를 연계하여 한국어 교육에서의 단어 내용구성을 구축하고자 한다.","The purpose of this study is to organize and categorize the composition of word contents for Korean vocabulary education in systemic group. The results of this study are summarized as follows: Firstly, word contents for Korean vocabulary is subdivided based on word type and semantic relation. Particles and affixes are excluded according to Korean Language Curriculum, Secondly, vocabulary education based on word type is analyzed into Pure-Korean words education for fluent conversation, Sino-Koreans word for professional vocabulary expansion and Loanwords education which is on the rise due to diversification of cultural contacts. Lastly, In order to make it easier to understand the meaning of words, the vocabulary is organized by dividing it into synonym and antonymous relation(oppositive relation), polysemy and homonymous relation, hypernym and hyponym depending on the semantic relation. Therefore, it establishes the word contents structure in Korean education by linking the correlation that the vocabulary has.","벼리
1. 들어가며
2. 단어의 의미와 어휘 교육의 필요성
	2.1. 단어의 의미와 개념
	2.2. 한국어 어휘 교육의 필요성
3. 한국어 교육의 단어 내용 구성
	3.1. 단어의 어종에 따른 어휘
		3.1.1. 고유어
		3.1.2. 한자어
		3.1.3. 외래어
	3.2. 단어의 의미관계에 따른 어휘
		3.2.1. 유의어와 반의어 관계
		3.2.2. 다의어와 동음관계
		3.2.3. 상·하위어 관계
4. 나오며
참고문헌
Abstract",2020,한국어문화교육(The Education of Korean Language and Culture),한국어문화교육학회,한국어 어휘 교육; 어휘 교육 내용; 단어의 어종관계; 단어 의 의미관계; 관련 어휘; Korean vocabulary education; composition of word contents; word type; semantic relation of word; related vocabulary,"한국어 어휘 교육을 위한 단어 내용 구성 한국어 어휘 교육 어휘 교육 내용 단어의 어종관계 단어 의 의미관계 관련 어휘 Korean vocabulary education composition of word contents word type semantic relation of word related vocabulary 본 연구의 목적은 한국어 어휘 교육을 위한 단어의 내용 구성을 체계적인 집합 안에서 어휘를 조직화하고 범주화하는데 있다. 연구 내용 을 정리하면 첫째, 한국어 교육 어휘를 위한 단어 내용을 단어의 어종과 의미관계에 따라 세분화하였다. 국제통용 한국어 교육 표준 모형(2011)의 기준에 따라 조사, 접사는 단어에 포함시키지 않았다. 둘째, 단어의 어종에 따른 어휘 교육은 원활한 구어 사용을 위한 고유어, 포괄적이고 전문적인 어휘 확장을 위한 한자어, 문화 접촉의 다변화로 증가 추세를 보이고 있는 외래어의 내용을 짚어 보았다. 셋째, 단어들의 의미파악을 쉽게 할 수 있도록, 단어의 의미관계에 따라 유의어와 반의관계(대립관계), 다의어와 동음관계, 상․하위어관계 등으로 나뉘어 어휘를 조직화하였다. 따라서 이를 통해 어휘가 가지고 있는 상관관계를 연계하여 한국어 교육에서의 단어 내용구성을 구축하고자 한다.",
한국어 어휘 교육에서 품사 정보 학습의 필요성에 관하여,공태수,한국어문화교육학회,한국어문화교육(The Education of Korean Language and Culture),"Vol.13No.1[2019]
",2019,Korean,"한국어 교육, 양용용언, 명사-부사 통용어, 어휘 교육, 품사 학습, 활용 오류, Korean education, Amphibious verbs, vocabulary education, Part of speech learning, ending of a word error",,,"학술저널
",,1-15,,,," 스콜라, &nbsp;&nbsp; 코리아스칼라",,본 논문은 현재 한국어 교육 현장에서 일반적으로 사용되고 있는 교육과정의 범위 안에서 어휘 교육 시 해당 어휘의 품사 정보를 학습 시키는 것이 반드시 필요하다는 주장을 담고 있다. 특히 이른바 양용용언으로 구분되는 동사 및 형용사들과 명사-부사 통용어들을 대상으로 하여 이들과 교재 내에서 제시되는 문법항목과의 결합에서 품사 정보의 부족에 기인하는 오용 사례를 살펴본다. 또한 수업에서 전달되는 품사 정보의 구 체적 제시와 어휘 확장 활동이 한국어 학습자의 문법 결합 오류 감소와 어휘력 향상에 기여할 수 있는 효과를 정리한다. 이상의 내용을 근거로 한국어 수업 현장에서 어휘 교육 시 의미적 정보뿐만 아니라 해당 어휘의 품사 정보가 풍부하고 정확하게 학습되는 것이 중요함을 강조한다.,"This study argues that when teaching vocabulary in the field of Korean language education, it is essential to learn vocabulary and vocabulary information. It is especially aimed at words that are used as verbs and adjectives, as well as nouns and adverbs. Combining these with grammatical items presented in the textbook looks for errors caused by a lack of information about speech. It also outlines the reduction of grammar-binding errors in Korean learners and the improvement of vocabulary skills taught in class. Therefore, it is important to learn not only meaningful information but also the vocabulary information in the Korean language classroom.","벼리
 1. 서론
 2. 선행연구
 3. 연구 대상 양용용언 및 명사-부사 통용어 선정
 4. 학습자 오류 사례 분석
  4.1. 양용용언 오류 사례
  4.2. 명부 통용어 오류 사례
 5. 결론
 참고문헌
 Abstract",2019,한국어문화교육(The Education of Korean Language and Culture),한국어문화교육학회,한국어 교육; 양용용언; 명사-부사 통용어; 어휘 교육; 품사 학습; 활용 오류; Korean education; Amphibious verbs; vocabulary education; Part of speech learning; ending of a word error,한국어 어휘 교육에서 품사 정보 학습의 필요성에 관하여 한국어 교육 양용용언 명사-부사 통용어 어휘 교육 품사 학습 활용 오류 Korean education Amphibious verbs vocabulary education Part of speech learning ending of a word error 본 논문은 현재 한국어 교육 현장에서 일반적으로 사용되고 있는 교육과정의 범위 안에서 어휘 교육 시 해당 어휘의 품사 정보를 학습 시키는 것이 반드시 필요하다는 주장을 담고 있다. 특히 이른바 양용용언으로 구분되는 동사 및 형용사들과 명사-부사 통용어들을 대상으로 하여 이들과 교재 내에서 제시되는 문법항목과의 결합에서 품사 정보의 부족에 기인하는 오용 사례를 살펴본다. 또한 수업에서 전달되는 품사 정보의 구 체적 제시와 어휘 확장 활동이 한국어 학습자의 문법 결합 오류 감소와 어휘력 향상에 기여할 수 있는 효과를 정리한다. 이상의 내용을 근거로 한국어 수업 현장에서 어휘 교육 시 의미적 정보뿐만 아니라 해당 어휘의 품사 정보가 풍부하고 정확하게 학습되는 것이 중요함을 강조한다.,
"베트남 현지 초급 한국어 학습자의 어휘 오류 양상과 교육 방안 제언 -이동 동사 ‘가다’, ‘오다’를 중심으로-",김마가렛,한국어문화교육학회,한국어문화교육(The Education of Korean Language and Culture),"Vol.17No.1[2023]
",2023,Korean,"어휘 교육,이동 동사,‘가다/오다’,의미적 오류,베트남인 현지 한국어 학습자,초급,vocabulary education,locomotion verb/motion verb/moving verb,‘come/go’,errors in meaning,Vietnamese Korean language learners in Vietnam(Viet Nam),beginner level",710,,"학술저널
",,37-62,,,," 스콜라, &nbsp;&nbsp; 코리아스칼라",,"이 연구는 베트남 현지 한국어 초급 학습자를 위한 ‘가다’, ‘오다’의 오류 양상을 토대로 적절한 교육 방안을 모색하는 것에 연구 의 목적을 두었다. 이를 위하여 문헌 고찰을 통한 연구 현안 및 이론 적 배경을 확인하였고, 베트남어 ‘đi(가다)’, ‘đến(오다)’의 의미를 비교 하였다. 그다음 베트남 현지 초급 학습자의 쓰기 자료 46편(1,413어절) 을 분석하여 베트남인 현지 한국어 초급 학습자의 ‘가다’, ‘오다’의 의 미적 오류 양상을 확인하는 양적 연구를 진행하였다. 이로써 국내 베 트남인 학습자가 범한 오류와 비교하고, 앞서 확인한 내용을 토대로 현지 학습자를 위한 적절한 교육의 방향성을 제언하였다.","The purpose of this study is to suggest a new direction of teaching methods to address a pattern of errors committed by beginner-level learners in Viet Nam in using ‘가다(go)’ and ‘오다(come)’. First, pending issues in related research and theoretical backgrounds have been identified through literature review. Including the comparison of the meaning of ‘đi (가다)’ and, ‘đến(오다)’ in Vietnamese and that of ‘가다(go)’ and ‘오다 (come)’ in Korean. Subsequently, a quantitative analysis of 46 pieces of writing materials (1,413 words) submitted by beginner-level learners in Viet Nam confirmed a patterns of semantic errors in using ‘가다(go)’ and ‘오다(come)’. Next, this pattern has been compared to the errors committed by beginner-level learners based in the Republic of Korea. The result of this analysis led to suggesting a new direction of teaching methods for beginner-level learners of Korean based in Viet Nam.","1. 들어가며
2. 이동 동사 ‘가다’, ‘오다’
	2.1. 베트남인 학습자의 오류 양상
	2.2. ‘가다’, ‘오다’와 ‘đi’, ‘đến’의 의미와 용법
3. 베트남 현지 초급 학습자를 위한 ‘가다’, ‘오다’의교육 방안
	3.1. 베트남 현지 초급 학습자의 오류 양상
	3.2. ‘가다’, ‘오다’의 교육 방안
4. 나오며
",2023,한국어문화교육(The Education of Korean Language and Culture),한국어문화교육학회,어휘 교육; 이동 동사; ‘가다; 오다’; 의미적 오류; 베트남인 현지 한국어 학습자; 초급; vocabulary education; locomotion verb; motion verb; moving verb; ‘come; go’; errors in meaning; Vietnamese Korean language learners in Vietnam(Viet Nam); beginner level,"베트남 현지 초급 한국어 학습자의 어휘 오류 양상과 교육 방안 제언 -이동 동사 ‘가다’, ‘오다’를 중심으로- 어휘 교육 이동 동사 ‘가다 오다’ 의미적 오류 베트남인 현지 한국어 학습자 초급 vocabulary education locomotion verb motion verb moving verb ‘come go’ errors in meaning Vietnamese Korean language learners in Vietnam(Viet Nam) beginner level 이 연구는 베트남 현지 한국어 초급 학습자를 위한 ‘가다’, ‘오다’의 오류 양상을 토대로 적절한 교육 방안을 모색하는 것에 연구 의 목적을 두었다. 이를 위하여 문헌 고찰을 통한 연구 현안 및 이론 적 배경을 확인하였고, 베트남어 ‘đi(가다)’, ‘đến(오다)’의 의미를 비교 하였다. 그다음 베트남 현지 초급 학습자의 쓰기 자료 46편(1,413어절) 을 분석하여 베트남인 현지 한국어 초급 학습자의 ‘가다’, ‘오다’의 의 미적 오류 양상을 확인하는 양적 연구를 진행하였다. 이로써 국내 베 트남인 학습자가 범한 오류와 비교하고, 앞서 확인한 내용을 토대로 현지 학습자를 위한 적절한 교육의 방향성을 제언하였다.",
